Code,Field,Value,Signals,Reasons
gnd:1128913852,Related Subjects,Entscheidungsunterstützungssystem,1,umlaut/ß
gnd:1128913852,Related Subjects,Modellierung,1,suffix_patterns
gnd:1130157431,Related Subjects,Visualisierung,1,suffix_patterns
gnd:1131740793,Related Subjects,Produktionsplanung,1,suffix_patterns
gnd:1144526825,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:1165347075,Related Subjects,Ortung,1,suffix_patterns
gnd:1176233319,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:1183615590,Related Subjects,Mobiles Endgerät,1,umlaut/ß
gnd:1185671803,Name,The Talos Principle,1,suffix_patterns
gnd:1197840621,Related Subjects,Präsentationsgrafik,1,umlaut/ß
gnd:1197840621,Related Subjects,Maschinelle Übersetzung,2,umlaut/ß;suffix_patterns
gnd:1226816630,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:1250685575,Definition,CAD Anwendung speziell für Architekturentwürfe und Visualisierung von Bauprojekten,3,"umlaut/ß;common_words:für,und,von;suffix_patterns"
gnd:1253091676,Related Subjects,Videobearbeitung,1,suffix_patterns
gnd:1265157448,Related Subjects,Produktgestaltung,1,suffix_patterns
gnd:1265157448,Related Subjects,"PLM,Fertigung",1,suffix_patterns
gnd:1268382183,Related Subjects,Programmierung,1,suffix_patterns
gnd:1270097148,Name,Samsung Galaxy S22,1,suffix_patterns
gnd:1270097148,Alternate Name,Samsung Galaxy S22+,1,suffix_patterns
gnd:1270097148,Alternate Name,Samsung Galaxy S22Ultra,1,suffix_patterns
gnd:1284232115,Definition,CAD Anwendung speziell für Architekturentwürfe und Visualisierung von Bauprojekten,3,"umlaut/ß;common_words:für,und,von;suffix_patterns"
gnd:1297748441,Name,Samsung Galaxy S23,1,suffix_patterns
gnd:1297748441,Alternate Name,Samsung Galaxy S23+,1,suffix_patterns
gnd:1297748441,Alternate Name,Samsung Galaxy S23Ultra,1,suffix_patterns
gnd:1301945129,Related Subjects,Datensicherung,1,suffix_patterns
gnd:4359285-5,Related Subjects,Beschichtung,1,suffix_patterns
gnd:4391913-3,Related Subjects,Reinigung,1,suffix_patterns
gnd:4509483-4,Related Subjects,Teilchen,1,suffix_patterns
gnd:4516232-3,Name,Veraschen,1,suffix_patterns
gnd:4520145-6,Alternate Name,Polymercompoundierung,1,suffix_patterns
gnd:4520145-6,Related Subjects,Kunststoffverarbeitung,1,suffix_patterns
gnd:4550177-4,Related Subjects,Heizung,1,suffix_patterns
gnd:4550343-6,Related Subjects,Spritzgießen,1,umlaut/ß
gnd:4582875-1,Related Subjects,Spritzgießen,1,umlaut/ß
gnd:4680750-0,Related Subjects,"Rost,Feuerung",1,suffix_patterns
gnd:4680807-3,Related Subjects,"Rost,Feuerung",1,suffix_patterns
gnd:4725226-1,Related Subjects,Kunststoffverarbeitung,1,suffix_patterns
gnd:4725300-9,Related Subjects,Laborgerät,1,umlaut/ß
gnd:7607731-7,Related Subjects,Mühle,1,umlaut/ß
gnd:7631522-8,Related Subjects,Kunststoffverarbeitung,1,suffix_patterns
gnd:7853288-7,Name,Köhler professional,1,umlaut/ß
gnd:1023660237,Related Subjects,Phasenumwandlung,1,suffix_patterns
gnd:1041278012,Related Subjects,Spritzgießen,1,umlaut/ß
gnd:1116444143,Related Subjects,Zerstäubung,2,umlaut/ß;suffix_patterns
gnd:1124866868,Related Subjects,Spritzgießen,1,umlaut/ß
gnd:1161115110,Related Subjects,Teilchen,1,suffix_patterns
gnd:1245158511,Related Subjects,Mühle,1,umlaut/ß
gnd:4060847-5,Related Subjects,Reibung,1,suffix_patterns
gnd:4060847-5,Related Subjects,Schmierung,1,suffix_patterns
gnd:4190630-5,Name,Zeitstandfestigkeit,1,suffix_patterns
gnd:4190630-5,Related Subjects,Kriechfestigkeit,1,suffix_patterns
gnd:4284135-5,Name,Werkstoffschädigung,2,umlaut/ß;suffix_patterns
gnd:4359385-9,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4428735-5,Related Subjects,Nickellegierung,1,suffix_patterns
gnd:4428735-5,Related Subjects,Superlegierung,1,suffix_patterns
gnd:4550666-8,Related Subjects,Legierung,1,suffix_patterns
gnd:4554195-4,Related Subjects,Nickellegierung,1,suffix_patterns
gnd:4727426-8,Related Subjects,Kupferlegierung,1,suffix_patterns
gnd:7579569-3,Related Subjects,Werkstoffschädigung,2,umlaut/ß;suffix_patterns
gnd:1112294007,Name,Materialmodellierung,1,suffix_patterns
gnd:1112294007,Related Subjects,Festkörperphysik,1,umlaut/ß
gnd:1113122501,Related Subjects,Hyperelastizität,1,umlaut/ß
gnd:1113123923,Related Subjects,Hyperelastizität,1,umlaut/ß
gnd:1113555068,Related Subjects,Entfestigung,1,suffix_patterns
gnd:1113555068,Related Subjects,Spannungs-Dehnungs-Beziehung,1,suffix_patterns
gnd:1113555068,Related Subjects,Gefülltes Elastomer,1,umlaut/ß
gnd:1117158829,Related Subjects,Legierung,1,suffix_patterns
gnd:1120622891,Related Subjects,Spannungs-Dehnungs-Beziehung,1,suffix_patterns
gnd:1120623073,Related Subjects,Spannungs-Dehnungs-Beziehung,1,suffix_patterns
gnd:1135305307,Related Subjects,Reibung,1,suffix_patterns
gnd:1156751810,Related Subjects,Festigkeit,1,suffix_patterns
gnd:1156753732,Related Subjects,Kerbwirkung,1,suffix_patterns
gnd:1214308805,Related Subjects,Kupferlegierung,1,suffix_patterns
gnd:1214309143,Related Subjects,Münzmetall,1,umlaut/ß
gnd:1312693614,Related Subjects,Verschleiß,1,umlaut/ß
gnd:1312693614,Related Subjects,Reibung,1,suffix_patterns
gnd:4027151-1,Related Subjects,Instandhaltung,1,suffix_patterns
gnd:4042907-6,Name,Oberfläche,1,umlaut/ß
gnd:4115746-1,Related Subjects,Instandsetzung,1,suffix_patterns
gnd:4129183-9,Related Subjects,Fügen,1,umlaut/ß
gnd:4176074-8,Related Subjects,Optimierung,1,suffix_patterns
gnd:4217560-4,Related Subjects,Planung,1,suffix_patterns
gnd:4226382-7,Related Subjects,Oberfläche,1,umlaut/ß
gnd:4245617-4,Related Subjects,Versuchsplanung,1,suffix_patterns
gnd:4278013-5,Related Subjects,"Norm,Normung",1,suffix_patterns
gnd:4307840-0,Related Subjects,Erfindung,1,suffix_patterns
gnd:4399195-6,Related Subjects,Instandhaltung,1,suffix_patterns
gnd:4430087-6,Related Subjects,Forschung,1,suffix_patterns
gnd:4430087-6,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4498807-2,Related Subjects,Jubiläum,1,umlaut/ß
gnd:4795965-4,Related Subjects,Jubiläum,1,umlaut/ß
gnd:1076034748,Related Subjects,Messung,1,suffix_patterns
gnd:1144189586,Related Subjects,Dienstleistung,1,suffix_patterns
gnd:1147892059,Related Subjects,Modellierung,1,suffix_patterns
gnd:1152232746,Related Subjects,Belastung,1,suffix_patterns
gnd:1224918770,Related Subjects,Kitchen appliance,1,suffix_patterns
gnd:1238384978,Related Subjects,Nutzung,1,suffix_patterns
gnd:4000493-4,Name,Adhäsion,1,umlaut/ß
gnd:4064211-2,Name,Wärmeübertragung,2,umlaut/ß;suffix_patterns
gnd:4115729-1,Related Subjects,Reibung,1,suffix_patterns
gnd:4135633-0,Related Subjects,Strömung,2,umlaut/ß;suffix_patterns
gnd:4183811-7,Name,Strukturoptimierung,1,suffix_patterns
gnd:4183811-7,Related Subjects,Optimierung,1,suffix_patterns
gnd:4185525-5,Related Subjects,Elastizitätstheorie,1,umlaut/ß
gnd:4194956-0,Related Subjects,Werkstoffschädigung,2,umlaut/ß;suffix_patterns
gnd:4219804-5,Related Subjects,Strömung,2,umlaut/ß;suffix_patterns
gnd:4314754-9,Related Subjects,Strömungsmechanik,1,umlaut/ß
gnd:7785297-7,Alternate Name,Sümmer,1,umlaut/ß
gnd:7785297-7,Related Subjects,Maßeinheit,2,umlaut/ß;suffix_patterns
gnd:4461683-1,Related Subjects,Strömung,2,umlaut/ß;suffix_patterns
gnd:4461961-3,Related Subjects,Geschwindigkeitsmessung,1,suffix_patterns
gnd:4469519-6,Related Subjects,Optische Strömungsmesstechnik,1,umlaut/ß
gnd:4469519-6,Related Subjects,Geschwindigkeitsmessung,1,suffix_patterns
gnd:4501236-2,Related Subjects,Mechanische Beanspruchung,1,suffix_patterns
gnd:4606922-7,Related Subjects,Strömung,2,umlaut/ß;suffix_patterns
gnd:7579218-7,Related Subjects,Reibung,1,suffix_patterns
gnd:7662388-9,Related Subjects,Strukturoptimierung,1,suffix_patterns
gnd:1076288375,Related Subjects,Wärmeübertragung,2,umlaut/ß;suffix_patterns
gnd:1124104356,Related Subjects,Strömungsmechanik,1,umlaut/ß
gnd:1150672307,Related Subjects,Numerische Strömungssimulation,1,umlaut/ß
gnd:1150712716,Related Subjects,Numerische Strömungssimulation,1,umlaut/ß
gnd:1150725338,Related Subjects,Numerische Strömungssimulation,1,umlaut/ß
gnd:1150725338,Related Subjects,Reynoldssche Gleichung,1,suffix_patterns
gnd:1152412760,Related Subjects,Belastung,1,suffix_patterns
gnd:1153438216,Related Subjects,Numerische Strömungssimulation,1,umlaut/ß
gnd:1153438216,Related Subjects,Reynoldssche Gleichung,1,suffix_patterns
gnd:1235892905,Related Subjects,Maßeinheit,2,umlaut/ß;suffix_patterns
gnd:4076594-5,Related Subjects,Regelung,1,suffix_patterns
gnd:4155402-4,Related Subjects,Regelung,1,suffix_patterns
gnd:4184655-2,Related Subjects,Fernerkundung,1,suffix_patterns
gnd:4189966-0,Related Subjects,Auflösungsvermögen,1,umlaut/ß
gnd:4189966-0,Related Subjects,Winkelverteilung,1,suffix_patterns
gnd:4280147-3,Name,Messeinrichtung,1,suffix_patterns
gnd:4314338-6,Related Subjects,Sicherheitseinrichtung,1,suffix_patterns
gnd:7782031-9,Related Subjects,Entfernungsmessung,1,suffix_patterns
gnd:4399368-0,Related Subjects,Messgerät,1,umlaut/ß
gnd:4598687-3,Related Subjects,Speicherprogrammierte Steuerung,1,suffix_patterns
gnd:4598688-5,Related Subjects,Speicherprogrammierte Steuerung,1,suffix_patterns
gnd:4602408-6,Related Subjects,Regelung,1,suffix_patterns
gnd:4673304-8,Related Subjects,Steuerung,1,suffix_patterns
gnd:4712545-7,Related Subjects,Messgerät,1,umlaut/ß
gnd:4720216-6,Related Subjects,Messgerät,1,umlaut/ß
gnd:4720573-8,Related Subjects,Längenmessgerät,1,umlaut/ß
gnd:4738946-1,Related Subjects,Maßeinheit,2,umlaut/ß;suffix_patterns
gnd:7597067-3,Related Subjects,Speicherprogrammierte Steuerung,1,suffix_patterns
gnd:7597067-3,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7719524-3,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:7719524-3,Related Subjects,Signalverarbeitung,1,suffix_patterns
gnd:1044773545,Related Subjects,Regelung,1,suffix_patterns
gnd:1059463385,Related Subjects,Laborgerät,1,umlaut/ß
gnd:1121939724,Related Subjects,Messgerät,1,umlaut/ß
gnd:1144985455,Related Subjects,Dünne Schicht,1,umlaut/ß
gnd:117883784X,Related Subjects,Temperaturstrahlung,1,suffix_patterns
gnd:1180768507,Related Subjects,Messgerät,1,umlaut/ß
gnd:1237286654,Related Subjects,Speicherprogrammierte Steuerung,1,suffix_patterns
gnd:1293177547,Related Subjects,Messung,1,suffix_patterns
gnd:4129537-7,Related Subjects,Gärung,2,umlaut/ß;suffix_patterns
gnd:4154611-8,Name,Fleischwarenherstellung,1,suffix_patterns
gnd:4154611-8,Related Subjects,Fleischverarbeitung,1,suffix_patterns
gnd:4167032-2,Related Subjects,Lebensmitteluntersuchung,1,suffix_patterns
gnd:4167080-2,Name,Lebküchler,1,umlaut/ß
gnd:4167080-2,Alternate Name,Lebküchner,1,umlaut/ß
gnd:4167080-2,Alternate Name,Pfefferküchler,1,umlaut/ß
gnd:4206276-7,Name,Lübeck marzipan,1,umlaut/ß
gnd:4270206-9,Related Subjects,Mühle,1,umlaut/ß
gnd:4313725-8,Related Subjects,Nahrung,1,suffix_patterns
gnd:4313727-1,Related Subjects,Kindernahrung,1,suffix_patterns
gnd:7781040-5,Related Subjects,Mühle,1,umlaut/ß
gnd:4406125-0,Related Subjects,Ernährungsberuf,1,umlaut/ß
gnd:4480033-2,Related Subjects,Nahrungsergänzungsmittel,1,umlaut/ß
gnd:4485261-7,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4514339-0,Related Subjects,Entmischung,1,suffix_patterns
gnd:4586051-8,Related Subjects,Ernährungsberuf,1,umlaut/ß
gnd:4627438-8,Name,Nahrungsergänzungsmittel,1,umlaut/ß
gnd:4627438-8,Related Subjects,Diätetisches Lebensmittel,1,umlaut/ß
gnd:4700226-8,Related Subjects,Gärung,2,umlaut/ß;suffix_patterns
gnd:4874308-2,Related Subjects,Ernährungsberuf,1,umlaut/ß
gnd:7579507-3,Related Subjects,Nahrungsergänzungsmittel,1,umlaut/ß
gnd:7675975-1,Name,Röse-Gottlieb method,1,umlaut/ß
gnd:7684909-0,Related Subjects,Likör,1,umlaut/ß
gnd:7694844-4,Name,Wörther Schloßbitter,1,umlaut/ß
gnd:7694844-4,Alternate Name,Wörther Schlossbitter,1,umlaut/ß
gnd:7711869-8,Name,Prince Pückler ice cream,1,umlaut/ß
gnd:7711869-8,Definition,ice cream preparation named after the German writer Hermann Fürst von Pückler-Muskau,2,umlaut/ß;common_words:von
gnd:7725556-2,Related Subjects,Likör,1,umlaut/ß
gnd:1080836462,Name,Löwensen mustard fire,1,umlaut/ß
gnd:1155422147,Related Subjects,Messgerät,1,umlaut/ß
gnd:1155505085,Related Subjects,Mechanische Eigenschaft,1,suffix_patterns
gnd:1165584719,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:1173350276,Related Subjects,Likör,1,umlaut/ß
gnd:1232934283,Related Subjects,Etherisches Öl,1,umlaut/ß
gnd:1239743920,Alternate Name,Oberländer,1,umlaut/ß
gnd:1239743920,Related Subjects,Brühwurst,1,umlaut/ß
gnd:1318658349,Related Subjects,Kräuterlikör,1,umlaut/ß
gnd:4374935-5,Related Subjects,Pelz- und Lederberuf,1,common_words:und
gnd:4512509-0,Related Subjects,Textilmaschinenführer,1,umlaut/ß
gnd:4512515-6,Related Subjects,Textilmaschinenführer,1,umlaut/ß
gnd:4512516-8,Related Subjects,Textilmaschinenführer,1,umlaut/ß
gnd:4512518-1,Related Subjects,Textilmaschinenführer,1,umlaut/ß
gnd:4512706-2,Related Subjects,Pelz- und Lederberuf,1,common_words:und
gnd:4557449-2,Related Subjects,Textilherstellung,1,suffix_patterns
gnd:4670177-1,Definition,"Collective term for body-hugging fashion and cuts that fit close to the body (see Hofer, Alfons: Textil- und Modelexikon under Body-Linie and Schierbaum, Wilfried: Bekleidungslexikon under Körpernaher Schnitt)",2,umlaut/ß;common_words:und
gnd:7819604-8,Related Subjects,Pelz- und Lederberuf,1,common_words:und
gnd:1125388307,Related Subjects,Textilherstellung,1,suffix_patterns
gnd:1203663838,Related Subjects,Warenkennzeichnung,1,suffix_patterns
gnd:4369423-8,Related Subjects,Mühle,1,umlaut/ß
gnd:4997903-6,Definition,"Fortbildungsabschluss im Tischlerhandwerk,Stellenwert  zwischen Geselle und Meister",2,"common_words:im,und,zwischen;suffix_patterns"
gnd:4353618-9,Related Subjects,Druck- und Papierberuf,1,common_words:und
gnd:4353619-0,Related Subjects,Druck- und Papierberuf,1,common_words:und
gnd:4474753-6,Related Subjects,Druck- und Papierberuf,1,common_words:und
gnd:4474754-8,Related Subjects,Druck- und Papierberuf,1,common_words:und
gnd:4595915-8,Related Subjects,Druckformenherstellung,1,suffix_patterns
gnd:4604699-9,Related Subjects,Druckformenherstellung,1,suffix_patterns
gnd:7519912-9,Related Subjects,Druck- und Papierberuf,1,common_words:und
gnd:7540324-9,Related Subjects,Druck- und Papierberuf,1,common_words:und
gnd:7540328-6,Related Subjects,Druck- und Papierberuf,1,common_words:und
gnd:7629806-1,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:7653413-3,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:7758514-8,Related Subjects,Druck- und Papierberuf,1,common_words:und
gnd:4021190-3,Related Subjects,Beschichtung,1,suffix_patterns
gnd:7595405-9,Related Subjects,Glas- und Porzellanmaler,1,common_words:und
gnd:7595407-2,Related Subjects,Glas- und Porzellanmalerin,1,common_words:und
gnd:7595411-4,Name,Glas- und Kerammalerin,1,common_words:und
gnd:7595411-4,Related Subjects,Glas- und Kerammaler,1,common_words:und
gnd:1057029025,Name,Mölders (D 186),1,umlaut/ß
gnd:1057029025,Alternate Name,Destroyer Mölders,1,umlaut/ß
gnd:4032272-5,Definition,Verknüpfe mit Anwendungsgebiet,2,"umlaut/ß;common_words:mit,verknüpfe"
gnd:4032272-5,Related Subjects,Verunreinigung,1,suffix_patterns
gnd:4064698-1,Name,Wasseraufbereitung,1,suffix_patterns
gnd:4064698-1,Related Subjects,Wasserversorgung,1,suffix_patterns
gnd:4077522-7,Related Subjects,Heizung,1,suffix_patterns
gnd:4135551-9,Related Subjects,Heizung,1,suffix_patterns
gnd:4139780-0,Related Subjects,Umweltverschmutzung,1,suffix_patterns
gnd:4236726-8,Related Subjects,Rückstand,1,umlaut/ß
gnd:4265338-1,Related Subjects,Abfallwirtschaft,1,suffix_patterns
gnd:4371601-5,Related Subjects,Abfallbeseitigung,1,suffix_patterns
gnd:4493751-9,Related Subjects,Wasserreinigung,1,suffix_patterns
gnd:4506559-7,Related Subjects,Abfallbeseitigung,1,suffix_patterns
gnd:4537077-1,Related Subjects,Instandsetzung,1,suffix_patterns
gnd:4549900-7,Related Subjects,Wasserreinigung,1,suffix_patterns
gnd:4575540-1,Related Subjects,Rückstand,1,umlaut/ß
gnd:4604719-0,Related Subjects,Feuerung,1,suffix_patterns
gnd:4630154-9,Related Subjects,Feuerung,1,suffix_patterns
gnd:7564778-3,Name,Kitchen waste shredder,1,suffix_patterns
gnd:7564778-3,Related Subjects,Abfallbeseitigung,1,suffix_patterns
gnd:7641099-7,Related Subjects,Heizung,1,suffix_patterns
gnd:1068499796,Related Subjects,Verschmutzung,1,suffix_patterns
gnd:1091592128,Related Subjects,Verunreinigung,1,suffix_patterns
gnd:1091592128,Related Subjects,Verschmutzung,1,suffix_patterns
gnd:1113557710,Related Subjects,Gefülltes Elastomer,1,umlaut/ß
gnd:1116371308,Related Subjects,Abgasreinigung,1,suffix_patterns
gnd:1236053362,Related Subjects,Abwasserreinigung,1,suffix_patterns
gnd:1237923859,Related Subjects,Abwasserleitung,1,suffix_patterns
gnd:1238385168,Related Subjects,Abwasserreinigung,1,suffix_patterns
gnd:1280958278,Related Subjects,Abfallwirtschaft,1,suffix_patterns
gnd:4541913-9,Related Subjects,Jubiläum,1,umlaut/ß
gnd:4580419-9,Related Subjects,Jubiläum,1,umlaut/ß
gnd:7520480-0,Related Subjects,Jubiläum,1,umlaut/ß
gnd:7588582-7,Alternate Name,"Maria Immaculata, bicentenary celebration, Büren, Paderborn",1,umlaut/ß
gnd:7588582-7,Alternate Name,"Maria Immaculata,History 2004,Büren, Paderborn",1,umlaut/ß
gnd:7588582-7,Related Subjects,Jubiläum,1,umlaut/ß
gnd:7705875-6,Related Subjects,Jubiläum,1,umlaut/ß
gnd:7715765-5,Related Subjects,Jubiläum,1,umlaut/ß
gnd:7718201-7,Related Subjects,Jubiläum,1,umlaut/ß
gnd:7758709-1,Name,Weiden Kürten St. Anne's Chapel Anniversary 2007,1,umlaut/ß
gnd:7758709-1,Related Subjects,Jubiläum,1,umlaut/ß
gnd:7859214-8,Related Subjects,Jubiläum,1,umlaut/ß
gnd:1047264196,Related Subjects,Jubiläum,1,umlaut/ß
gnd:4068827-6,Related Subjects,Bauzeichnung,1,suffix_patterns
gnd:4069183-4,Related Subjects,Ökologie,1,umlaut/ß
gnd:4138356-4,Name,Ausstattung,1,suffix_patterns
gnd:4168041-8,Related Subjects,Wohnung,1,suffix_patterns
gnd:4185744-6,Related Subjects,Säulenordnung,2,umlaut/ß;suffix_patterns
gnd:4277878-5,Related Subjects,Ausstattung,1,suffix_patterns
gnd:7762387-3,Name,Pöppelmann Medal,1,umlaut/ß
gnd:7780681-5,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4400230-0,Name,Monument Prize of the Hypo-Kulturstiftung,1,suffix_patterns
gnd:4400230-0,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4403312-6,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4432488-1,Related Subjects,Wohnsiedlung,1,suffix_patterns
gnd:4451410-4,Related Subjects,Gartengestaltung,1,suffix_patterns
gnd:4458339-4,Name,Imām-bar,1,common_words:im
gnd:4513073-5,Related Subjects,Wohnung,1,suffix_patterns
gnd:4516487-3,Related Subjects,Raumordnung,1,suffix_patterns
gnd:4518008-8,Name,Heiden-Hüttchen,2,umlaut/ß;suffix_patterns
gnd:4518008-8,Alternate Name,Heidenhütte,1,umlaut/ß
gnd:4518008-8,Alternate Name,"Heidenhaus,Heiden-Hüttchen",2,umlaut/ß;suffix_patterns
gnd:4588994-6,Related Subjects,Befestigung,1,suffix_patterns
gnd:4588995-8,Related Subjects,Befestigung,1,suffix_patterns
gnd:4592125-8,Related Subjects,Befestigung,1,suffix_patterns
gnd:4599284-8,Definition,Awarded for the first time in 1999 by Hamburg Messe und Congress GmbH in partnership with Hamburgische Electicitäts-Werke AG,2,umlaut/ß;common_words:und
gnd:4599286-1,Name,Deubau Prize for young architects,1,suffix_patterns
gnd:4626933-2,Related Subjects,Befestigung,1,suffix_patterns
gnd:4632451-3,Name,Weißenhof Architecture Award,1,umlaut/ß
gnd:4632451-3,Related Subjects,Förderungspreis,1,umlaut/ß
gnd:4659208-8,Name,Young architects in Hesse,1,suffix_patterns
gnd:4687178-0,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4687889-0,Name,Hexastylos,1,suffix_patterns
gnd:4690428-1,Related Subjects,Öffentliches Gebäude,1,umlaut/ß
gnd:4697416-7,Related Subjects,Wohnung,1,suffix_patterns
gnd:4724403-3,Related Subjects,Stadtentwicklung,1,suffix_patterns
gnd:4745521-4,Related Subjects,Versammlungsstätte,1,umlaut/ß
gnd:4745593-7,Alternate Name,Trüpfhaus,1,umlaut/ß
gnd:4753979-3,Related Subjects,Befestigung,1,suffix_patterns
gnd:4785328-1,Name,Hans Heinrich Müller Prize,1,umlaut/ß
gnd:4824519-7,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4835500-8,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:7557392-1,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:7561152-1,Definition,"Architecture competition of the German Eternit AG, Berlin; since 1995 awarded under the name Egon-Eiermann-Prize for German architecture students and young German architects, organized by Karl Krämer Verlag",2,umlaut/ß;suffix_patterns
gnd:7579770-7,Definition,2004 for the first time by the Stiftung Thür. Castles and Gardens Foundation,2,umlaut/ß;suffix_patterns
gnd:7579770-7,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:7652583-1,Related Subjects,Städtebau,1,umlaut/ß
gnd:7652583-1,Related Subjects,Großprojekt,1,umlaut/ß
gnd:7652583-1,Related Subjects,Stadtentwicklung,1,suffix_patterns
gnd:7681749-0,Related Subjects,Fassadengestaltung,1,suffix_patterns
gnd:7681749-0,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:7702193-9,Alternate Name,"Mülheim,Ruhrbania,Ruhr",1,umlaut/ß
gnd:7702193-9,Related Subjects,Städtebau,1,umlaut/ß
gnd:7702193-9,Related Subjects,Stadtentwicklung,1,suffix_patterns
gnd:7731528-5,Related Subjects,Hütte,1,umlaut/ß
gnd:7733398-6,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:7840072-7,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:7861136-2,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:1028952562,Related Subjects,Stadtentwicklung,1,suffix_patterns
gnd:1046793225,Definition,"Architecture prize for clients, awarded by the Bank für Tirol und Vorarlberg, first awarded in 1999.",2,"umlaut/ß;common_words:für,und"
gnd:1048461459,Related Subjects,Festung,1,suffix_patterns
gnd:1074045009,Name,Hugo Häring Award,1,umlaut/ß
gnd:1074045009,Alternate Name,Awards for good buildings in Baden-Württemberg,1,umlaut/ß
gnd:1074269136,Alternate Name,Young Architects Award,1,suffix_patterns
gnd:1093625511,Related Subjects,Wächter,1,umlaut/ß
gnd:1095264265,Related Subjects,Tür,1,umlaut/ß
gnd:1153798522,Related Subjects,Nachhaltigkeit,1,suffix_patterns
gnd:1175476714,Name,Überetscher style,1,umlaut/ß
gnd:1196657165,Related Subjects,Dombauhütte,1,umlaut/ß
gnd:1230451773,Related Subjects,Kitchen,1,suffix_patterns
gnd:1255804068,Related Subjects,Städtebau,1,umlaut/ß
gnd:1258828553,Related Subjects,Säulenordnung,2,umlaut/ß;suffix_patterns
gnd:1258830531,Related Subjects,Säulenordnung,2,umlaut/ß;suffix_patterns
gnd:1274160324,Related Subjects,Säulenordnung,2,umlaut/ß;suffix_patterns
gnd:4005461-5,Name,Bemessung,1,suffix_patterns
gnd:4005461-5,Related Subjects,Produktentwicklung,1,suffix_patterns
gnd:4125560-4,Related Subjects,Regeln der Technik,1,common_words:der
gnd:4205779-6,Definition,verknüpfe mit Anwendungsgebiet,2,"umlaut/ß;common_words:mit,verknüpfe"
gnd:4228869-1,Related Subjects,Behandlung,1,suffix_patterns
gnd:4405557-2,Related Subjects,Bemessung,1,suffix_patterns
gnd:4453961-7,Related Subjects,Bewertung,1,suffix_patterns
gnd:4477652-4,Related Subjects,Fließgewässer,1,umlaut/ß
gnd:4552030-6,Related Subjects,Wärmeschutz,1,umlaut/ß
gnd:4589755-4,Related Subjects,Stoffeigenschaft,1,suffix_patterns
gnd:4694539-8,Related Subjects,Bodenverfestigung,1,suffix_patterns
gnd:4720558-1,Related Subjects,Geodätisches Instrument,1,umlaut/ß
gnd:4776654-2,Related Subjects,Straßenbau,1,umlaut/ß
gnd:7539350-5,Related Subjects,Maler und Lackierer,1,common_words:und
gnd:7555439-2,Related Subjects,Maler und Lackierer,1,common_words:und
gnd:7629994-6,Related Subjects,Ingenieurleistung,1,suffix_patterns
gnd:7629994-6,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:1031978445,Related Subjects,Bodenverfestigung,1,suffix_patterns
gnd:1068252219,Related Subjects,Befestigung,1,suffix_patterns
gnd:1173936556,Related Subjects,Versammlungsstätte,1,umlaut/ß
gnd:119367753X,Related Subjects,Ingenieurleistung,1,suffix_patterns
gnd:119367753X,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:1270448935,Related Subjects,Ingenieurleistung,1,suffix_patterns
gnd:1270448935,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4152662-4,Name,Erdgasgewinnung,1,suffix_patterns
gnd:4300398-9,Related Subjects,Erdölgewinnung,2,umlaut/ß;suffix_patterns
gnd:4487916-7,Related Subjects,Landschaft,1,suffix_patterns
gnd:7515818-8,Name,Devastierung,1,suffix_patterns
gnd:7515818-8,Related Subjects,Landschaftszerstörung,2,umlaut/ß;suffix_patterns
gnd:1243217294,Related Subjects,Archäologie,1,umlaut/ß
gnd:4143736-6,Definition,Experimental nuclear power plant at the Jülich nuclear research facility,2,umlaut/ß;suffix_patterns
gnd:4561066-6,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
